timestamp,machine_id,material_category,material_name,quantity_used_kg,recycled_material,energy_consumption_kwh,production_output_units,defect_rate,energy_intensity_kwh_per_unit,estimated_defective_units,material_efficiency_units_per_kg
2025-05-21 06:35:00,M008,Finished Material,Circuit Board,174.3,0.0,139.43,376,3.51,0.3708244680851064,13.1976,2.157200229489386
2025-05-21 06:40:00,M007,Raw Material,Aluminum,65.88,0.0,91.73,779,1.49,0.11775353016688062,11.6071,11.824529447480268
2025-05-21 06:45:00,M008,Hazardous Material,Lead-Based Alloy,170.28,0.0,169.49,494,4.43,0.3430971659919029,21.8842,2.9011040638947616
2025-05-21 06:50:00,M006,Recycled Material,Reprocessed Plastics,176.45,24.39,114.63,283,3.59,0.4050530035335689,10.159699999999999,1.6038537829413433
2025-05-21 06:55:00,M004,Intermediate Material,Textiles,163.17,0.0,138.79,614,1.69,0.22604234527687295,10.376599999999998,3.7629466200894774
2025-05-21 07:00:00,M002,Process Additive,Catalyst,57.83,0.0,188.87,500,2.61,0.37774,13.05,8.646031471554556
2025-05-21 07:05:00,M009,Raw Material,Polypropylene,103.79,0.0,136.17,809,1.63,0.16831891223733003,13.186699999999998,7.794585220156084
2025-05-21 07:10:00,M007,Finished Material,Machine Component,62.14,0.0,130.56,673,4.93,0.19399702823179793,33.1789,10.830383006115223
2025-05-21 07:15:00,M005,Raw Material,Aluminum,113.09,0.0,169.55,497,1.25,0.34114688128772636,6.2125,4.394729861172517
2025-05-21 07:20:00,M001,Process Additive,Catalyst,182.39,0.0,117.63,812,2.07,0.14486453201970442,16.8084,4.451998464828116
2025-05-21 07:25:00,M002,Intermediate Material,Sheet Metal,138.05,0.0,129.84,292,0.94,0.44465753424657534,2.7447999999999997,2.115175660992394
2025-05-21 07:30:00,M005,Process Additive,Industrial Oil,126.61,0.0,124.78,721,2.02,0.17306518723994452,14.564200000000001,5.694652871021247
2025-05-21 07:35:00,M010,Intermediate Material,Sheet Metal,192.32,0.0,156.95,539,4.52,0.2911873840445269,24.362799999999996,2.802620632279534
2025-05-21 07:40:00,M008,Finished Material,Machine Component,133.71,0.0,171.18,998,1.94,0.17152304609218438,19.3612,7.463914441702191
2025-05-21 07:45:00,M008,Hazardous Material,Solvent,128.84,0.0,148.53,947,2.54,0.1568426610348469,24.053800000000003,7.350201800683018
2025-05-21 07:50:00,M010,Recycled Material,Scrap Steel,62.79,21.24,106.94,455,0.81,0.23503296703296703,3.6855,7.246376811594203
2025-05-21 07:55:00,M001,Process Additive,Catalyst,80.73,0.0,148.48,950,4.95,0.15629473684210526,47.025,11.767620463272637
2025-05-21 08:00:00,M003,Process Additive,Catalyst,159.77,0.0,130.63,236,1.18,0.5535169491525423,2.7847999999999997,1.477123364836953
2025-05-21 08:05:00,M002,Intermediate Material,Plastic Resin,92.24,0.0,150.37,835,3.83,0.18008383233532935,31.980500000000003,9.05247181266262
2025-05-21 08:10:00,M002,Recycled Material,Reprocessed Plastics,80.57,5.4,152.71,684,4.13,0.22326023391812866,28.249200000000002,8.489512225394067
2025-05-21 08:15:00,M007,Intermediate Material,Plastic Resin,199.43,0.0,158.19,956,2.62,0.16547071129707114,25.047200000000004,4.793661936519079
2025-05-21 08:20:00,M006,Intermediate Material,Plastic Resin,50.66,0.0,174.57,277,0.96,0.6302166064981949,2.6592000000000002,5.467824713778129
2025-05-21 08:25:00,M007,Intermediate Material,Plastic Resin,112.58,0.0,104.73,854,1.76,0.12263466042154567,15.0304,7.585716823592112
2025-05-21 08:30:00,M008,Process Additive,Coolant,143.05,0.0,114.72,884,3.04,0.1297737556561086,26.8736,6.179657462425725
2025-05-21 08:35:00,M005,Raw Material,Steel,169.89,0.0,185.58,958,4.87,0.1937160751565762,46.6546,5.638942845370535
2025-05-21 08:40:00,M001,Intermediate Material,Textiles,73.9,0.0,104.39,323,3.76,0.32318885448916407,12.1448,4.370771312584574
2025-05-21 08:45:00,M005,Hazardous Material,Lead-Based Alloy,156.42,0.0,116.55,811,4.93,0.143711467324291,39.982299999999995,5.184758982227337
2025-05-21 08:50:00,M004,Finished Material,Machine Component,69.1,0.0,166.96,905,1.71,0.18448618784530388,15.4755,13.096960926193923
2025-05-21 08:55:00,M007,Raw Material,Steel,133.52,0.0,162.86,254,0.06,0.6411811023622048,0.1524,1.902336728579988
2025-05-21 09:00:00,M004,Hazardous Material,Lead-Based Alloy,153.01,0.0,131.51,944,3.36,0.13931144067796608,31.718399999999995,6.169531403176263
2025-05-21 09:05:00,M010,Process Additive,Catalyst,149.93,0.0,129.57,242,3.31,0.5354132231404959,8.0102,1.6140865737344092
2025-05-21 09:10:00,M009,Process Additive,Industrial Oil,187.77,0.0,196.13,995,0.32,0.19711557788944722,3.184,5.2990360547478295
2025-05-21 09:15:00,M002,Raw Material,Aluminum,125.38,0.0,89.43,596,3.98,0.15005033557046982,23.7208,4.753549210400383
2025-05-21 09:20:00,M001,Intermediate Material,Textiles,108.7,0.0,126.19,334,1.96,0.377814371257485,6.5464,3.072677092916283
2025-05-21 09:25:00,M010,Process Additive,Coolant,76.28,0.0,88.84,352,0.79,0.25238636363636363,2.7808000000000006,4.614577871001573
2025-05-21 09:30:00,M006,Hazardous Material,Solvent,100.44,0.0,103.1,800,2.46,0.128875,19.68,7.964954201513342
2025-05-21 09:35:00,M001,Finished Material,Circuit Board,150.18,0.0,152.15,131,4.16,1.1614503816793893,5.4496,0.8722865894260221
2025-05-21 09:40:00,M008,Process Additive,Industrial Oil,101.76,0.0,162.62,782,3.71,0.2079539641943734,29.012199999999996,7.684748427672956
2025-05-21 09:45:00,M004,Intermediate Material,Textiles,87.64,0.0,121.15,965,3.45,0.12554404145077722,33.2925,11.010953902327705
2025-05-21 09:50:00,M006,Recycled Material,Reprocessed Plastics,174.57,29.1,121.08,932,4.03,0.12991416309012876,37.5596,5.338832560004583
2025-05-21 09:55:00,M004,Raw Material,Polypropylene,110.42,0.0,134.57,163,2.28,0.8255828220858895,3.7163999999999997,1.4761818511139286
2025-05-21 10:00:00,M002,Intermediate Material,Textiles,178.72,0.0,127.76,255,1.42,0.5010196078431373,3.6209999999999996,1.4268128916741272
2025-05-21 10:05:00,M010,Process Additive,Catalyst,140.54,0.0,140.06,263,4.0,0.5325475285171103,10.52,1.871353351359044
2025-05-21 10:10:00,M010,Hazardous Material,Lead-Based Alloy,126.15,0.0,187.94,104,4.53,1.8071153846153847,4.7112,0.8244153785176377
2025-05-21 10:15:00,M002,Process Additive,Industrial Oil,91.48,0.0,136.02,608,2.07,0.2237171052631579,12.5856,6.646261477918671
2025-05-21 10:20:00,M010,Raw Material,Aluminum,109.99,0.0,90.19,977,1.76,0.09231320368474923,17.1952,8.88262569324484
2025-05-21 10:25:00,M007,Process Additive,Industrial Oil,126.22,0.0,199.41,237,3.52,0.8413924050632912,8.3424,1.8776739027095548
2025-05-21 10:30:00,M007,Raw Material,Polypropylene,148.48,0.0,165.01,677,3.33,0.2437370753323486,22.5441,4.559536637931035
2025-05-21 10:35:00,M001,Intermediate Material,Textiles,95.74,0.0,182.7,694,3.89,0.2632564841498559,26.996600000000004,7.248798830165031
2025-05-21 10:40:00,M004,Finished Material,Packaging,172.16,0.0,168.84,427,2.29,0.3954098360655738,9.7783,2.48025092936803
2025-05-21 10:45:00,M007,Recycled Material,Scrap Steel,158.27,11.89,145.08,964,2.18,0.15049792531120335,21.0152,6.090857395589815
2025-05-21 10:50:00,M006,Raw Material,Steel,156.06,0.0,149.91,192,3.49,0.78078125,6.7008,1.2302960399846212
2025-05-21 10:55:00,M010,Process Additive,Catalyst,110.04,0.0,133.23,292,0.71,0.4562671232876712,2.0732,2.653580516175936
2025-05-21 11:00:00,M004,Hazardous Material,Solvent,193.89,0.0,170.82,874,0.94,0.1954462242562929,8.2156,4.507710557532622
2025-05-21 11:05:00,M001,Raw Material,Polypropylene,63.04,0.0,156.45,131,2.08,1.1942748091603053,2.7248,2.078045685279188
2025-05-21 11:10:00,M002,Hazardous Material,Solvent,150.7,0.0,129.17,822,2.66,0.1571411192214112,21.8652,5.454545454545455
2025-05-21 11:15:00,M009,Raw Material,Cotton,70.37,0.0,160.27,129,4.51,1.242403100775194,5.8179,1.8331675429870682
2025-05-21 11:20:00,M004,Finished Material,Packaging,82.2,0.0,192.78,202,4.72,0.9543564356435643,9.5344,2.457420924574209
2025-05-21 11:25:00,M003,Raw Material,Cotton,109.4,0.0,137.21,325,2.21,0.42218461538461544,7.1825,2.9707495429616086
2025-05-21 11:30:00,M001,Intermediate Material,Textiles,116.57,0.0,115.43,356,2.52,0.3242415730337079,8.9712,3.053958994595522
2025-05-21 11:35:00,M007,Process Additive,Coolant,122.45,0.0,135.2,203,2.9,0.6660098522167487,5.887,1.6578195181706818
2025-05-21 11:40:00,M001,Process Additive,Coolant,148.9,0.0,119.12,924,1.44,0.12891774891774893,13.3056,6.205507051712559
2025-05-21 11:45:00,M004,Hazardous Material,Solvent,123.37,0.0,84.08,366,1.96,0.22972677595628416,7.1736,2.966685579962714
2025-05-21 11:50:00,M008,Intermediate Material,Textiles,86.6,0.0,127.1,843,2.98,0.15077105575326216,25.121399999999998,9.734411085450347
2025-05-21 11:55:00,M010,Finished Material,Machine Component,90.58,0.0,131.08,662,3.27,0.19800604229607252,21.6474,7.308456612938839
2025-05-21 12:00:00,M008,Finished Material,Circuit Board,157.8,0.0,86.01,462,2.59,0.18616883116883118,11.9658,2.9277566539923954
2025-05-21 12:05:00,M009,Recycled Material,Scrap Steel,58.72,8.04,105.48,196,0.68,0.5381632653061225,1.3328,3.337874659400545
2025-05-21 12:10:00,M010,Intermediate Material,Plastic Resin,175.87,0.0,130.35,423,1.36,0.3081560283687943,5.752800000000001,2.405185648490362
2025-05-21 12:15:00,M008,Hazardous Material,Lead-Based Alloy,152.96,0.0,147.63,628,0.26,0.2350796178343949,1.6328,4.105648535564853
2025-05-21 12:20:00,M001,Raw Material,Polypropylene,107.92,0.0,179.84,722,3.94,0.2490858725761773,28.4468,6.690140845070422
2025-05-21 12:25:00,M001,Raw Material,Steel,60.55,0.0,149.59,156,4.83,0.9589102564102564,7.534800000000001,2.5763831544178366
2025-05-21 12:30:00,M001,Recycled Material,Scrap Steel,127.86,46.91,110.92,551,4.59,0.20130671506352088,25.2909,4.3094009072422965
2025-05-21 12:35:00,M004,Finished Material,Machine Component,159.27,0.0,113.97,964,2.01,0.11822614107883818,19.3764,6.0526150561938845
2025-05-21 12:40:00,M010,Intermediate Material,Textiles,145.43,0.0,83.89,718,1.38,0.11683844011142061,9.908399999999999,4.937083132778656
2025-05-21 12:45:00,M004,Raw Material,Polypropylene,191.95,0.0,125.36,169,2.62,0.7417751479289941,4.4278,0.8804376139619693
2025-05-21 12:50:00,M003,Raw Material,Aluminum,193.86,0.0,122.02,228,4.66,0.5351754385964912,10.6248,1.176106468585577
2025-05-21 12:55:00,M009,Finished Material,Machine Component,148.21,0.0,165.17,467,3.15,0.3536830835117773,14.7105,3.150934484852574
2025-05-21 13:00:00,M002,Raw Material,Steel,79.45,0.0,122.4,407,4.3,0.30073710073710075,17.500999999999998,5.122718691000629
2025-05-21 13:05:00,M001,Hazardous Material,Solvent,74.91,0.0,149.29,164,4.13,0.9103048780487805,6.773199999999999,2.1892938192497664
2025-05-21 13:10:00,M006,Hazardous Material,Solvent,143.22,0.0,168.6,703,0.18,0.2398293029871977,1.2653999999999999,4.908532327887166
2025-05-21 13:15:00,M004,Intermediate Material,Sheet Metal,133.67,0.0,165.17,795,2.09,0.20776100628930816,16.6155,5.947482606418793
2025-05-21 13:20:00,M008,Recycled Material,Reprocessed Plastics,55.44,31.64,179.77,961,3.64,0.1870655567117586,34.9804,17.334054834054836
2025-05-21 13:25:00,M010,Process Additive,Industrial Oil,184.14,0.0,173.73,951,1.55,0.1826813880126183,14.740499999999999,5.16454871293581
2025-05-21 13:30:00,M004,Hazardous Material,Solvent,132.52,0.0,144.05,393,1.45,0.3665394402035624,5.6985,2.9655900996076063
2025-05-21 13:35:00,M004,Raw Material,Steel,126.58,0.0,128.9,264,3.45,0.4882575757575758,9.108,2.0856375414757466
2025-05-21 13:40:00,M010,Finished Material,Circuit Board,145.05,0.0,184.71,938,2.24,0.19691897654584223,21.011200000000002,6.466735608410892
2025-05-21 13:45:00,M001,Intermediate Material,Plastic Resin,162.82,0.0,109.08,270,4.39,0.40399999999999997,11.853,1.658272939442329
2025-05-21 13:50:00,M008,Raw Material,Polypropylene,190.01,0.0,147.11,664,1.63,0.22155120481927712,10.8232,3.49455291826746
2025-05-21 13:55:00,M004,Intermediate Material,Sheet Metal,61.65,0.0,136.39,524,0.28,0.2602862595419847,1.4672000000000003,8.499594484995946
2025-05-21 14:00:00,M008,Recycled Material,Reprocessed Plastics,176.33,24.66,151.15,821,3.91,0.1841047503045067,32.1011,4.656042647309023
2025-05-21 14:05:00,M009,Hazardous Material,Lead-Based Alloy,164.49,0.0,184.95,160,4.61,1.1559374999999998,7.376,0.972703507812025
2025-05-21 14:10:00,M009,Recycled Material,Reprocessed Plastics,170.57,13.49,122.9,739,3.76,0.16630581867388364,27.7864,4.332532098258779
2025-05-21 14:15:00,M003,Intermediate Material,Textiles,175.39,0.0,105.11,113,1.89,0.9301769911504425,2.1357,0.6442784651348424
2025-05-21 14:20:00,M008,Hazardous Material,Solvent,66.61,0.0,184.63,273,1.33,0.6763003663003663,3.6309000000000005,4.098483711154481
2025-05-21 14:25:00,M010,Recycled Material,Scrap Steel,106.7,17.08,185.65,165,0.95,1.1251515151515152,1.5675,1.5463917525773196
2025-05-21 14:30:00,M007,Process Additive,Catalyst,176.23,0.0,137.19,364,3.49,0.3768956043956044,12.703600000000002,2.065482607955513
2025-05-21 14:35:00,M002,Finished Material,Packaging,96.38,0.0,107.47,464,3.83,0.23161637931034482,17.7712,4.814276820917203
2025-05-21 14:40:00,M006,Recycled Material,Reprocessed Plastics,195.88,14.86,177.31,943,2.59,0.18802757158006364,24.4237,4.814171942005309
2025-05-21 14:45:00,M003,Process Additive,Industrial Oil,158.05,0.0,158.56,718,2.87,0.22083565459610027,20.6066,4.542866181588105
2025-05-21 14:50:00,M001,Finished Material,Circuit Board,172.46,0.0,123.84,206,3.81,0.6011650485436894,7.8486,1.1944798793923228
2025-05-21 14:55:00,M002,Raw Material,Polypropylene,160.37,0.0,137.16,355,3.94,0.38636619718309856,13.987,2.2136309783625365
2025-05-21 15:00:00,M009,Process Additive,Industrial Oil,97.97,0.0,131.34,853,2.1,0.1539742086752638,17.913,8.70674696335613
2025-05-21 15:05:00,M001,Finished Material,Machine Component,59.04,0.0,129.64,986,4.23,0.13148073022312373,41.707800000000006,16.700542005420054
2025-05-21 15:10:00,M009,Raw Material,Aluminum,125.6,0.0,105.14,169,4.3,0.6221301775147929,7.2669999999999995,1.3455414012738853
2025-05-21 15:15:00,M004,Process Additive,Coolant,98.54,0.0,87.26,877,2.42,0.09949828962371722,21.2234,8.899939111020904
2025-05-21 15:20:00,M009,Recycled Material,Scrap Steel,87.29,31.28,169.59,452,1.88,0.3751991150442478,8.4976,5.178141826096918
2025-05-21 15:25:00,M004,Intermediate Material,Textiles,136.71,0.0,109.31,738,4.86,0.14811653116531165,35.866800000000005,5.398288347597103
2025-05-21 15:30:00,M006,Intermediate Material,Plastic Resin,165.4,0.0,134.25,447,0.39,0.30033557046979864,1.7433,2.7025392986698913
2025-05-21 15:35:00,M006,Finished Material,Machine Component,177.98,0.0,192.63,753,0.67,0.25581673306772906,5.045100000000001,4.230812450837173
2025-05-21 15:40:00,M004,Hazardous Material,Lead-Based Alloy,173.58,0.0,104.3,270,4.81,0.3862962962962963,12.986999999999998,1.5554787417905287
2025-05-21 15:45:00,M003,Recycled Material,Scrap Steel,106.63,33.25,169.69,499,3.86,0.34006012024048093,19.2614,4.679733658445091
2025-05-21 15:50:00,M009,Finished Material,Machine Component,137.0,0.0,135.52,853,1.25,0.15887456037514655,10.6625,6.226277372262774
2025-05-21 15:55:00,M007,Finished Material,Circuit Board,192.9,0.0,199.72,747,2.35,0.2673627844712182,17.5545,3.8724727838258164
2025-05-21 16:00:00,M004,Finished Material,Packaging,101.68,0.0,199.23,580,2.8,0.34349999999999997,16.24,5.704169944925256
2025-05-21 16:05:00,M008,Finished Material,Circuit Board,111.98,0.0,91.52,988,0.95,0.09263157894736841,9.386,8.823004107876406
2025-05-21 16:10:00,M002,Hazardous Material,Lead-Based Alloy,76.83,0.0,148.63,387,0.45,0.3840568475452196,1.7415,5.037094884810621
2025-05-21 16:15:00,M003,Finished Material,Circuit Board,70.92,0.0,170.44,100,4.34,1.7044,4.34,1.4100394811054708
2025-05-21 16:20:00,M007,Intermediate Material,Plastic Resin,86.1,0.0,149.57,988,3.66,0.15138663967611335,36.1608,11.475029036004646
2025-05-21 16:25:00,M009,Process Additive,Coolant,101.26,0.0,113.38,963,2.7,0.117736240913811,26.001000000000005,9.510171834880506
2025-05-21 16:30:00,M003,Process Additive,Catalyst,184.63,0.0,186.54,344,0.43,0.542267441860465,1.4791999999999998,1.8631858311217029
2025-05-21 16:35:00,M001,Raw Material,Aluminum,102.07,0.0,106.96,307,4.52,0.3484039087947883,13.876399999999999,3.0077397864210837
2025-05-21 16:40:00,M003,Hazardous Material,Lead-Based Alloy,114.66,0.0,102.89,783,1.51,0.13140485312899106,11.8233,6.828885400313972
2025-05-21 16:45:00,M010,Raw Material,Polypropylene,197.58,0.0,149.55,873,2.73,0.17130584192439863,23.8329,4.418463407227452
2025-05-21 16:50:00,M007,Process Additive,Coolant,65.04,0.0,179.4,615,2.92,0.2917073170731707,17.958,9.455719557195572
2025-05-21 16:55:00,M007,Finished Material,Circuit Board,63.86,0.0,97.73,856,3.97,0.11417056074766356,33.983200000000004,13.404321954274977
2025-05-21 17:00:00,M001,Hazardous Material,Solvent,75.89,0.0,144.79,649,1.57,0.2230970724191063,10.189300000000001,8.55185136381605
2025-05-21 17:05:00,M005,Finished Material,Circuit Board,94.71,0.0,126.39,801,3.4,0.15779026217228465,27.234,8.457396262274312
2025-05-21 17:10:00,M009,Intermediate Material,Sheet Metal,53.04,0.0,100.4,470,2.72,0.21361702127659576,12.784,8.861236802413273
2025-05-21 17:15:00,M003,Hazardous Material,Solvent,109.26,0.0,191.95,780,1.07,0.2460897435897436,8.346,7.1389346512905
2025-05-21 17:20:00,M004,Raw Material,Cotton,80.35,0.0,81.97,667,1.47,0.12289355322338831,9.8049,8.301182327317985
2025-05-21 17:25:00,M001,Raw Material,Cotton,73.65,0.0,127.3,255,2.57,0.4992156862745098,6.553499999999999,3.4623217922606924
2025-05-21 17:30:00,M001,Intermediate Material,Sheet Metal,155.15,0.0,128.63,723,0.25,0.17791147994467496,1.8075,4.660006445375443
2025-05-21 17:35:00,M005,Finished Material,Machine Component,92.19,0.0,89.69,192,2.17,0.46713541666666664,4.166399999999999,2.082655385616661
2025-05-21 17:40:00,M004,Process Additive,Catalyst,156.1,0.0,183.01,796,0.17,0.22991206030150751,1.3532000000000002,5.09929532351057
2025-05-21 17:45:00,M002,Raw Material,Steel,108.23,0.0,108.18,484,2.16,0.22351239669421488,10.4544,4.471957867504389
2025-05-21 17:50:00,M003,Hazardous Material,Solvent,104.42,0.0,118.18,174,1.45,0.6791954022988506,2.5229999999999997,1.6663474430185787
2025-05-21 17:55:00,M001,Hazardous Material,Solvent,118.06,0.0,189.65,974,4.76,0.19471252566735114,46.3624,8.250042351346773
2025-05-21 18:00:00,M003,Intermediate Material,Textiles,102.8,0.0,171.66,206,3.17,0.8333009708737864,6.5302,2.0038910505836576
2025-05-21 18:05:00,M009,Process Additive,Catalyst,114.05,0.0,84.37,848,4.91,0.0994929245283019,41.6368,7.435335379219641
2025-05-21 18:10:00,M007,Finished Material,Circuit Board,160.97,0.0,174.85,287,4.33,0.6092334494773519,12.427100000000001,1.7829409206684474
2025-05-21 18:15:00,M001,Process Additive,Coolant,138.67,0.0,156.46,552,1.31,0.28344202898550724,7.2312,3.9806735415014067
2025-05-21 18:20:00,M006,Intermediate Material,Textiles,174.4,0.0,154.91,942,3.6,0.164447983014862,33.912000000000006,5.401376146788991
2025-05-21 18:25:00,M003,Process Additive,Coolant,60.89,0.0,82.87,498,3.13,0.16640562248995985,15.5874,8.178682870750533
2025-05-21 18:30:00,M009,Hazardous Material,Solvent,97.92,0.0,136.48,326,4.24,0.4186503067484662,13.8224,3.329248366013072
2025-05-21 18:35:00,M003,Raw Material,Cotton,102.37,0.0,184.98,799,1.37,0.23151439299123905,10.9463,7.805021002246751
2025-05-21 18:40:00,M004,Hazardous Material,Lead-Based Alloy,101.98,0.0,169.1,967,4.18,0.174870734229576,40.4206,9.48225142184742
2025-05-21 18:45:00,M008,Raw Material,Steel,146.34,0.0,81.84,575,3.78,0.1423304347826087,21.735,3.929205958726254
2025-05-21 18:50:00,M010,Hazardous Material,Solvent,53.6,0.0,109.27,774,0.13,0.14117571059431525,1.0062,14.440298507462686
2025-05-21 18:55:00,M006,Finished Material,Packaging,54.56,0.0,131.08,555,0.47,0.2361801801801802,2.6085,10.172287390029325
2025-05-21 19:00:00,M009,Process Additive,Industrial Oil,189.51,0.0,158.85,894,0.61,0.17768456375838926,5.4534,4.717429159411113
2025-05-21 19:05:00,M002,Process Additive,Coolant,136.24,0.0,118.01,361,3.68,0.32689750692520775,13.2848,2.649735760422783
2025-05-21 19:10:00,M002,Intermediate Material,Textiles,187.87,0.0,183.96,811,0.83,0.22683107274969175,6.7313,4.316814818757652
2025-05-21 19:15:00,M010,Intermediate Material,Sheet Metal,50.87,0.0,173.96,619,4.79,0.2810339256865913,29.650100000000002,12.168272066050719
2025-05-21 19:20:00,M009,Raw Material,Polypropylene,167.92,0.0,101.72,621,2.93,0.16380032206119163,18.195300000000003,3.6981896141019535
2025-05-21 19:25:00,M006,Intermediate Material,Sheet Metal,176.71,0.0,184.75,660,0.02,0.2799242424242424,0.132,3.7349329409767416
2025-05-21 19:30:00,M003,Recycled Material,Reprocessed Plastics,74.94,48.24,182.12,877,0.29,0.20766248574686433,2.5433,11.702695489725114
2025-05-21 19:35:00,M004,Finished Material,Circuit Board,91.78,0.0,190.16,164,1.16,1.1595121951219511,1.9023999999999999,1.786881673567226
2025-05-21 19:40:00,M010,Process Additive,Industrial Oil,58.13,0.0,178.2,804,3.75,0.2216417910447761,30.15,13.831068295200412
2025-05-21 19:45:00,M006,Raw Material,Aluminum,122.95,0.0,152.04,933,0.76,0.16295819935691316,7.090800000000001,7.588450589670598
2025-05-21 19:50:00,M004,Hazardous Material,Lead-Based Alloy,125.87,0.0,113.81,148,3.79,0.7689864864864865,5.6091999999999995,1.1758163184237704
2025-05-21 19:55:00,M004,Recycled Material,Reprocessed Plastics,103.22,10.52,150.08,372,0.77,0.4034408602150538,2.8644,3.603952722340632
2025-05-21 20:00:00,M009,Process Additive,Catalyst,128.68,0.0,102.93,126,2.61,0.8169047619047619,3.2885999999999997,0.979173142679515
2025-05-21 20:05:00,M005,Raw Material,Polypropylene,133.49,0.0,158.64,949,0.64,0.1671654373024236,6.0736,7.109146752565735
2025-05-21 20:10:00,M001,Hazardous Material,Solvent,171.82,0.0,119.92,158,3.77,0.7589873417721519,5.9566,0.9195669887091142
2025-05-21 20:15:00,M005,Finished Material,Packaging,178.24,0.0,159.29,442,2.92,0.36038461538461536,12.906399999999998,2.479802513464991
2025-05-21 20:20:00,M006,Raw Material,Aluminum,186.7,0.0,135.99,274,0.52,0.4963138686131387,1.4248000000000003,1.4675950723085165
2025-05-21 20:25:00,M010,Raw Material,Cotton,87.97,0.0,110.86,686,3.45,0.16160349854227404,23.667,7.798112993065818
2025-05-21 20:30:00,M010,Raw Material,Steel,120.75,0.0,138.13,357,4.27,0.38691876750700277,15.243899999999998,2.9565217391304346
2025-05-21 20:35:00,M001,Raw Material,Aluminum,156.5,0.0,122.79,640,3.4,0.191859375,21.76,4.0894568690095845
2025-05-21 20:40:00,M009,Finished Material,Machine Component,187.3,0.0,143.59,437,3.37,0.3285812356979405,14.7269,2.3331553657234383
2025-05-21 20:45:00,M008,Intermediate Material,Plastic Resin,94.07,0.0,113.38,487,2.02,0.23281314168377823,9.8374,5.176995854151165
2025-05-21 20:50:00,M001,Recycled Material,Scrap Steel,82.87,18.92,86.97,399,4.26,0.21796992481203006,16.9974,4.81477012187764
2025-05-21 20:55:00,M008,Process Additive,Industrial Oil,72.2,0.0,147.0,656,0.01,0.22408536585365854,0.0656,9.085872576177286
2025-05-21 21:00:00,M007,Hazardous Material,Lead-Based Alloy,125.16,0.0,98.46,960,4.29,0.10256249999999999,41.184,7.6701821668264625
2025-05-21 21:05:00,M009,Finished Material,Packaging,143.77,0.0,80.57,321,2.9,0.2509968847352025,9.309,2.2327328371704804
2025-05-21 21:10:00,M006,Raw Material,Cotton,52.73,0.0,127.51,892,3.54,0.14294843049327355,31.5768,16.916366394841646
2025-05-21 21:15:00,M008,Recycled Material,Reprocessed Plastics,69.86,45.9,130.25,396,4.74,0.32891414141414144,18.770400000000002,5.66847981677641
2025-05-21 21:20:00,M001,Intermediate Material,Textiles,161.08,0.0,131.28,509,2.35,0.25791748526522595,11.961500000000001,3.1599205363794387
2025-05-21 21:25:00,M002,Recycled Material,Reprocessed Plastics,72.42,41.71,146.42,354,1.69,0.4136158192090395,5.9826,4.888152444076222
2025-05-21 21:30:00,M008,Recycled Material,Reprocessed Plastics,73.51,41.5,193.62,335,3.78,0.5779701492537314,12.663,4.5572031016188275
2025-05-21 21:35:00,M004,Raw Material,Aluminum,193.45,0.0,171.54,466,1.2,0.3681115879828326,5.592,2.408891186353063
2025-05-21 21:40:00,M006,Intermediate Material,Textiles,154.73,0.0,181.91,142,2.61,1.281056338028169,3.7062,0.9177276546241842
2025-05-21 21:45:00,M009,Process Additive,Industrial Oil,77.13,0.0,176.7,956,2.34,0.18483263598326358,22.3704,12.394658368987425
2025-05-21 21:50:00,M004,Process Additive,Catalyst,179.76,0.0,91.16,360,3.1,0.25322222222222224,11.16,2.0026702269692924
2025-05-21 21:55:00,M010,Recycled Material,Reprocessed Plastics,118.29,16.45,167.3,306,3.36,0.5467320261437909,10.2816,2.586862794826274
2025-05-21 22:00:00,M008,Recycled Material,Scrap Steel,91.32,29.42,153.92,689,4.91,0.22339622641509432,33.8299,7.544897065265003
2025-05-21 22:05:00,M008,Hazardous Material,Lead-Based Alloy,140.47,0.0,123.75,910,1.95,0.13598901098901098,17.745,6.478251583968107
2025-05-21 22:10:00,M006,Hazardous Material,Solvent,191.87,0.0,107.96,494,0.47,0.21854251012145748,2.3217999999999996,2.574659925991557
2025-05-21 22:15:00,M001,Finished Material,Circuit Board,166.0,0.0,110.1,451,2.35,0.2441241685144124,10.598500000000001,2.716867469879518
2025-05-21 22:20:00,M007,Hazardous Material,Lead-Based Alloy,188.38,0.0,142.27,863,0.1,0.16485515643105447,0.8630000000000001,4.58116572884595
2025-05-21 22:25:00,M002,Finished Material,Packaging,124.54,0.0,186.04,539,3.12,0.34515769944341373,16.8168,4.3279267705154965
2025-05-21 22:30:00,M005,Intermediate Material,Sheet Metal,121.07,0.0,165.61,265,4.03,0.6249433962264151,10.6795,2.1888163872140085
2025-05-21 22:35:00,M009,Finished Material,Packaging,118.45,0.0,134.47,169,3.39,0.795680473372781,5.7291,1.426762346981849
2025-05-21 22:40:00,M007,Hazardous Material,Lead-Based Alloy,108.08,0.0,140.76,285,1.16,0.4938947368421052,3.3059999999999996,2.636935603256847
2025-05-21 22:45:00,M004,Process Additive,Industrial Oil,67.81,0.0,111.64,979,1.66,0.11403472931562819,16.2514,14.437398613773778
2025-05-21 22:50:00,M009,Finished Material,Machine Component,117.39,0.0,189.55,248,1.93,0.7643145161290323,4.7863999999999995,2.112616066104438
